name,pid,year,mlb_yr,age,role,G,GS,IP,ERA,WHIP,K,BB,HR,K_per_9,BB_per_9,HR_per_9,ER
Charlie Hough,116176,1982,13,34,SP,34,34,228.0,3.95,1.27,128,72,21,5.053,2.842,0.829,100
Charlie Hough,116176,1983,14,35,SP,34,33,252.0,3.18,1.25,152,95,22,5.429,3.393,0.786,89
Charlie Hough,116176,1984,15,36,SP,36,36,266.0,3.76,1.33,164,94,26,5.549,3.18,0.88,111
Charlie Hough,116176,1985,16,37,SP,34,34,250.33,3.31,1.12,141,83,23,5.069,2.984,0.827,92
Charlie Hough,116176,1986,17,38,SP,33,33,230.33,3.79,1.2,146,89,32,5.705,3.478,1.25,97
Charlie Hough,116176,1987,18,39,SP,40,40,285.33,3.79,1.27,223,124,36,7.034,3.911,1.136,120
Charlie Hough,116176,1988,19,40,SP,34,34,252.0,3.32,1.3,174,126,20,6.214,4.5,0.714,93
Charlie Hough,116176,1989,20,41,SP,30,30,182.0,4.35,1.45,94,95,28,4.648,4.698,1.385,88
Charlie Hough,116176,1990,21,42,SP,32,32,218.67,4.07,1.41,114,119,24,4.692,4.898,0.988,99
Charlie Hough,116176,1991,22,43,SP,31,29,199.33,4.02,1.31,107,94,21,4.831,4.244,0.948,89
Charlie Hough,116176,1992,23,44,SP,27,27,176.33,3.93,1.28,76,66,19,3.879,3.369,0.97,77
Charlie Hough,116176,1993,24,45,SP,34,34,204.33,4.27,1.34,126,71,20,5.55,3.127,0.881,97
Charlie Hough,116176,1994,25,46,SP,21,21,113.67,5.15,1.5,65,52,17,5.147,4.117,1.346,65
Jack Morris,119399,1977,1,22,SP,7,6,45.67,3.74,1.34,28,23,4,5.518,4.533,0.788,19
Jack Morris,119399,1978,2,23,RP,28,7,106.0,4.33,1.47,48,49,8,4.075,4.16,0.679,51
Jack Morris,119399,1979,3,24,SP,27,27,197.67,3.28,1.2,113,59,19,5.145,2.686,0.865,72
Jack Morris,119399,1980,4,25,SP,36,36,250.0,4.18,1.36,112,87,20,4.032,3.132,0.72,116
Jack Morris,119399,1981,5,26,SP,25,25,198.0,3.05,1.17,97,78,14,4.409,3.545,0.636,67
Jack Morris,119399,1982,6,27,SP,37,37,266.33,4.06,1.29,135,96,37,4.562,3.244,1.25,120
Jack Morris,119399,1983,7,28,SP,37,37,293.67,3.34,1.16,232,83,30,7.11,2.544,0.919,109
Jack Morris,119399,1984,8,29,SP,35,35,240.33,3.6,1.28,148,87,20,5.542,3.258,0.749,96
Jack Morris,119399,1985,9,30,SP,35,35,257.0,3.33,1.25,191,110,21,6.689,3.852,0.735,95
Jack Morris,119399,1986,10,31,SP,35,35,267.0,3.27,1.16,223,82,40,7.517,2.764,1.348,97
Jack Morris,119399,1987,11,32,SP,34,34,266.0,3.38,1.2,208,93,39,7.038,3.147,1.32,100
Jack Morris,119399,1988,12,33,SP,34,34,235.0,3.94,1.31,168,83,20,6.434,3.179,0.766,103
Jack Morris,119399,1989,13,34,SP,24,24,170.33,4.86,1.46,115,59,23,6.076,3.117,1.215,92
Jack Morris,119399,1990,14,35,SP,36,36,249.67,4.51,1.31,162,97,26,5.84,3.497,0.937,125
Jack Morris,119399,1991,15,36,SP,35,35,246.67,3.43,1.29,163,92,18,5.947,3.357,0.657,94
Jack Morris,119399,1992,16,37,SP,34,34,240.67,4.04,1.25,132,80,18,4.936,2.992,0.673,108
Jack Morris,119399,1993,17,38,SP,27,27,152.67,6.19,1.66,103,65,18,6.072,3.832,1.061,105
Jack Morris,119399,1994,18,39,SP,23,23,141.33,5.6,1.63,100,67,14,6.368,4.267,0.892,88
Kevin Gross,115189,1983,1,22,SP,17,17,96.0,3.56,1.41,66,35,13,6.188,3.281,1.219,38
Kevin Gross,115189,1984,2,23,RP,44,14,129.0,4.12,1.43,84,44,8,5.86,3.07,0.558,59
Kevin Gross,115189,1985,3,24,SP,38,31,205.67,3.41,1.34,151,81,11,6.608,3.545,0.481,78
Kevin Gross,115189,1986,4,25,SP,37,36,241.67,4.02,1.38,154,94,28,5.735,3.501,1.043,108
Kevin Gross,115189,1987,5,26,SP,34,33,200.67,4.35,1.46,110,87,26,4.934,3.902,1.166,97
Kevin Gross,115189,1988,6,27,SP,33,33,231.67,3.69,1.29,162,89,18,6.294,3.458,0.699,95
Kevin Gross,115189,1989,7,28,SP,31,31,201.33,4.38,1.37,158,88,20,7.063,3.934,0.894,98
Kevin Gross,115189,1990,8,29,SP,31,26,163.33,4.57,1.44,111,65,9,6.116,3.582,0.496,83
Kevin Gross,115189,1991,9,30,RP,46,10,115.67,3.58,1.5,95,50,10,7.392,3.89,0.778,46
Kevin Gross,115189,1992,10,31,SP,34,30,204.67,3.17,1.27,158,77,11,6.948,3.386,0.484,72
Kevin Gross,115189,1993,11,32,SP,33,32,202.33,4.14,1.47,150,74,15,6.672,3.292,0.667,93
Kevin Gross,115189,1994,12,33,SP,25,23,157.33,3.6,1.3,124,43,11,7.093,2.46,0.629,63
Kevin Gross,115189,1995,13,34,SP,31,30,183.67,5.54,1.57,106,89,27,5.194,4.361,1.323,113
Kevin Gross,115189,1996,14,35,SP,28,19,129.33,5.22,1.55,78,50,19,5.428,3.479,1.322,75
Kevin Gross,115189,1997,15,36,RP,12,3,25.33,6.75,1.97,20,20,4,7.105,7.105,1.421,19
Danny Jackson,116424,1983,1,21,SP,4,3,19.0,5.21,1.68,9,6,1,4.263,2.842,0.474,11
Danny Jackson,116424,1984,2,22,SP,15,11,76.0,4.26,1.57,40,35,4,4.737,4.145,0.474,36
Danny Jackson,116424,1985,3,23,SP,32,32,208.0,3.42,1.37,114,76,7,4.933,3.288,0.303,79
Danny Jackson,116424,1986,4,24,SP,32,27,185.67,3.2,1.38,115,79,13,5.575,3.829,0.63,66
Danny Jackson,116424,1987,5,25,SP,36,34,224.0,4.02,1.46,152,109,11,6.107,4.379,0.442,100
Danny Jackson,116424,1988,6,26,SP,35,35,260.67,2.73,1.06,161,71,13,5.559,2.451,0.449,79
Danny Jackson,116424,1989,7,27,SP,20,20,115.67,5.6,1.55,70,57,10,5.447,4.435,0.778,72
Danny Jackson,116424,1990,8,28,SP,22,21,117.33,3.61,1.36,76,40,11,5.83,3.068,0.844,47
Danny Jackson,116424,1991,9,29,SP,17,14,70.67,6.75,1.94,31,48,8,3.948,6.113,1.019,53
Danny Jackson,116424,1992,10,30,SP,19,19,113.0,4.22,1.46,51,48,5,4.062,3.823,0.398,53
Danny Jackson,116424,1992,10,30,SP,15,15,88.33,3.36,1.39,46,29,1,4.687,2.955,0.102,33
Danny Jackson,116424,1992,10,30,SP,34,34,201.33,3.84,1.43,97,77,6,4.336,3.442,0.268,86
Danny Jackson,116424,1993,11,31,SP,32,32,210.33,3.77,1.4,120,80,12,5.135,3.423,0.513,88
Danny Jackson,116424,1994,12,32,SP,25,25,179.33,3.26,1.28,129,46,13,6.474,2.309,0.652,65
Danny Jackson,116424,1995,13,33,SP,19,19,100.67,5.9,1.67,52,48,10,4.649,4.291,0.894,66
Danny Jackson,116424,1996,14,34,RP,13,4,36.33,4.46,1.35,27,16,3,6.688,3.963,0.743,18
Danny Jackson,116424,1997,15,35,SP,4,4,18.67,7.71,1.82,13,8,3,6.268,3.857,1.446,16
Danny Jackson,116424,1997,15,35,SP,13,9,49.0,7.53,1.88,19,20,8,3.49,3.673,1.469,41
Danny Jackson,116424,1997,15,35,SP,17,13,67.67,7.58,1.86,32,28,11,4.256,3.724,1.463,57
Doyle Alexander,110124,1971,1,20,SP,17,12,92.33,3.8,1.33,30,18,6,2.924,1.755,0.585,39
Doyle Alexander,110124,1972,2,21,RP,35,9,106.33,2.45,1.02,49,30,5,4.147,2.539,0.423,29
Doyle Alexander,110124,1973,3,22,SP,29,26,174.67,3.86,1.27,63,52,19,3.246,2.679,0.979,75
Doyle Alexander,110124,1974,4,23,RP,30,12,114.33,4.01,1.49,40,43,7,3.149,3.385,0.551,51
Doyle Alexander,110124,1975,5,24,RP,32,11,133.33,3.04,1.31,46,47,7,3.105,3.172,0.472,45
Doyle Alexander,110124,1976,6,25,SP,11,6,64.33,3.5,1.27,17,24,3,2.378,3.358,0.42,25
Doyle Alexander,110124,1976,6,25,SP,19,19,136.67,3.29,1.12,41,39,9,2.7,2.568,0.593,50
Doyle Alexander,110124,1976,6,25,SP,30,25,201.0,3.36,1.17,58,63,12,2.597,2.821,0.537,75
Doyle Alexander,110124,1977,7,26,SP,34,34,237.0,3.65,1.28,82,82,24,3.114,3.114,0.911,96
Doyle Alexander,110124,1978,8,27,SP,31,28,191.0,3.86,1.41,81,71,18,3.817,3.346,0.848,82
Doyle Alexander,110124,1979,9,28,SP,23,18,113.33,4.45,1.61,50,69,3,3.971,5.479,0.238,56
Doyle Alexander,110124,1980,10,29,SP,35,35,231.67,4.2,1.3,114,74,20,4.429,2.875,0.777,108
Doyle Alexander,110124,1981,11,30,SP,24,24,152.33,2.89,1.31,77,44,11,4.549,2.6,0.65,49
Doyle Alexander,110124,1982,12,31,SP,16,11,66.67,6.08,1.43,26,14,14,3.51,1.89,1.89,45
Doyle Alexander,110124,1983,13,32,SP,8,5,28.33,6.35,1.34,17,7,6,5.4,2.224,1.906,20
Doyle Alexander,110124,1983,13,32,SP,17,15,116.67,3.93,1.3,46,26,14,3.549,2.006,1.08,51
Doyle Alexander,110124,1983,13,32,SP,25,20,145.0,4.41,1.31,63,33,20,3.91,2.048,1.241,71
Doyle Alexander,110124,1984,14,33,SP,36,35,261.67,3.13,1.14,139,59,21,4.781,2.029,0.722,91
Doyle Alexander,110124,1985,15,34,SP,36,36,260.67,3.45,1.29,142,67,28,4.903,2.313,0.967,100
Doyle Alexander,110124,1986,16,35,SP,17,17,111.0,4.46,1.26,65,20,18,5.27,1.622,1.459,55
Doyle Alexander,110124,1986,16,35,SP,17,17,117.33,3.84,1.3,74,17,9,5.676,1.304,0.69,50
Doyle Alexander,110124,1986,16,35,SP,34,34,228.33,4.14,1.28,139,37,27,5.479,1.458,1.064,105
Doyle Alexander,110124,1987,17,36,SP,16,16,117.67,4.13,1.21,64,27,21,4.895,2.065,1.606,54
Doyle Alexander,110124,1987,17,36,SP,11,11,88.33,1.53,1.01,44,26,3,4.483,2.649,0.306,15
Doyle Alexander,110124,1987,17,36,SP,27,27,206.0,3.01,1.12,108,53,24,4.718,2.316,1.049,69
Doyle Alexander,110124,1988,18,37,SP,34,34,229.0,4.32,1.34,126,46,30,4.952,1.808,1.179,110
Doyle Alexander,110124,1989,19,38,SP,33,33,223.0,4.44,1.44,95,76,28,3.834,3.067,1.13,110
Mike Moore,119313,1982,1,22,SP,28,27,144.33,5.36,1.65,73,79,21,4.552,4.926,1.309,86
Mike Moore,119313,1983,2,23,SP,22,21,128.0,4.71,1.48,108,60,10,7.594,4.219,0.703,67
Mike Moore,119313,1984,3,24,SP,34,33,212.0,4.97,1.51,158,85,16,6.708,3.608,0.679,117
Mike Moore,119313,1985,4,25,SP,35,34,247.0,3.46,1.21,155,70,18,5.648,2.551,0.656,95
Mike Moore,119313,1986,5,26,SP,38,37,266.0,4.3,1.4,146,94,28,4.94,3.18,0.947,127
Mike Moore,119313,1987,6,27,SP,33,33,231.0,4.71,1.52,115,84,29,4.481,3.273,1.13,121
Mike Moore,119313,1988,7,28,SP,37,32,228.67,3.78,1.13,182,63,24,7.163,2.48,0.945,96
Mike Moore,119313,1989,8,29,SP,35,35,241.67,2.61,1.14,172,83,14,6.406,3.091,0.521,70
Mike Moore,119313,1990,9,30,SP,33,33,199.33,4.65,1.44,73,84,14,3.296,3.793,0.632,103
Mike Moore,119313,1991,10,31,SP,33,33,210.0,2.96,1.34,153,105,11,6.557,4.5,0.471,69
Mike Moore,119313,1992,11,32,SP,36,36,223.0,4.12,1.49,117,103,20,4.722,4.157,0.807,102
Mike Moore,119313,1993,12,33,SP,36,36,213.67,5.22,1.48,89,89,35,3.749,3.749,1.474,124
Mike Moore,119313,1994,13,34,SP,25,25,154.33,5.42,1.56,62,89,27,3.616,5.19,1.575,93
Mike Moore,119313,1995,14,35,SP,25,25,132.67,7.53,1.86,64,68,24,4.342,4.613,1.628,111
Rick Mahler,118162,1979,1,25,RP,15,0,22.0,6.14,1.77,12,11,4,4.909,4.5,1.636,15
Rick Mahler,118162,1981,3,27,RP,34,14,112.33,2.8,1.35,54,43,5,4.326,3.445,0.401,35
Rick Mahler,118162,1982,4,28,SP,39,33,205.33,4.21,1.34,105,62,18,4.602,2.718,0.789,96
Rick Mahler,118162,1983,5,29,RP,10,0,14.33,5.02,1.74,7,9,0,4.395,5.651,0.0,8
Rick Mahler,118162,1984,6,30,SP,38,29,222.0,3.12,1.22,106,62,13,4.297,2.514,0.527,77
Rick Mahler,118162,1985,7,31,SP,39,39,266.67,3.48,1.32,107,79,24,3.611,2.666,0.81,103
Rick Mahler,118162,1986,8,32,SP,39,39,237.67,4.88,1.59,137,95,25,5.188,3.597,0.947,129
Rick Mahler,118162,1987,9,33,SP,39,28,197.0,4.98,1.51,95,85,24,4.34,3.883,1.096,109
Rick Mahler,118162,1988,10,34,SP,39,34,249.0,3.69,1.29,131,42,17,4.735,1.518,0.614,102
Rick Mahler,118162,1989,11,35,SP,40,31,220.67,3.83,1.33,102,51,15,4.16,2.08,0.612,94
Rick Mahler,118162,1990,12,36,RP,35,16,134.67,4.28,1.28,68,39,16,4.545,2.606,1.069,64
Rick Mahler,118162,1991,13,37,SP,10,6,37.33,3.62,1.39,17,15,2,4.098,3.616,0.482,15
Rick Mahler,118162,1991,13,37,RP,13,2,28.67,5.65,1.6,10,13,2,3.14,4.081,0.628,18
Rick Mahler,118162,1991,13,37,RP,23,8,66.0,4.5,1.48,27,28,4,3.682,3.818,0.545,33
Bill Gullickson,115242,1980,2,21,SP,24,19,141.0,3.0,1.26,120,50,6,7.66,3.191,0.383,47
Bill Gullickson,115242,1981,3,22,SP,22,22,157.33,2.8,1.12,115,34,3,6.578,1.945,0.172,49
Bill Gullickson,115242,1982,4,23,SP,34,34,236.67,3.57,1.23,155,61,25,5.894,2.32,0.951,94
Bill Gullickson,115242,1983,5,24,SP,34,34,242.33,3.75,1.19,120,59,19,4.457,2.191,0.706,101
Bill Gullickson,115242,1984,6,25,SP,32,32,226.67,3.61,1.18,100,37,27,3.971,1.469,1.072,91
Bill Gullickson,115242,1985,7,26,SP,29,29,181.33,3.52,1.29,68,47,8,3.375,2.333,0.397,71
Bill Gullickson,115242,1986,8,27,SP,37,37,244.67,3.38,1.25,121,60,24,4.451,2.207,0.883,92
Bill Gullickson,115242,1987,9,28,SP,27,27,165.0,4.85,1.28,89,39,33,4.855,2.127,1.8,89
Bill Gullickson,115242,1987,9,28,SP,8,8,48.0,4.88,1.19,28,11,7,5.25,2.062,1.312,26
Bill Gullickson,115242,1987,9,28,SP,35,35,213.0,4.86,1.26,117,50,40,4.944,2.113,1.69,115
Bill Gullickson,115242,1990,12,31,SP,32,32,193.33,3.82,1.46,73,61,21,3.398,2.84,0.978,82
Bill Gullickson,115242,1991,13,32,SP,35,35,226.33,3.9,1.33,91,44,22,3.619,1.75,0.875,98
Bill Gullickson,115242,1992,14,33,SP,34,34,221.67,4.34,1.25,64,50,35,2.598,2.03,1.421,107
Bill Gullickson,115242,1993,15,34,SP,28,28,159.33,5.37,1.44,70,44,28,3.954,2.485,1.582,95
Bill Gullickson,115242,1994,16,35,SP,21,19,115.33,5.93,1.57,65,25,24,5.072,1.951,1.873,76
Tom Browning,111611,1984,1,24,SP,3,3,23.33,1.54,1.37,14,5,0,5.4,1.929,0.0,4
Tom Browning,111611,1985,2,25,SP,38,38,261.33,3.55,1.21,155,73,29,5.338,2.514,0.999,103
Tom Browning,111611,1986,3,26,SP,39,39,243.33,3.81,1.21,147,70,26,5.437,2.589,0.962,103
Tom Browning,111611,1987,4,27,SP,32,31,183.0,5.02,1.43,117,61,27,5.754,3.0,1.328,102
Tom Browning,111611,1988,5,28,SP,36,36,250.67,3.41,1.07,124,64,36,4.452,2.298,1.293,95
Tom Browning,111611,1989,6,29,SP,37,37,249.67,3.39,1.22,118,64,31,4.254,2.307,1.117,94
Tom Browning,111611,1990,7,30,SP,35,35,227.67,3.8,1.26,99,52,24,3.914,2.056,0.949,96
Tom Browning,111611,1991,8,31,SP,36,36,230.33,4.18,1.29,115,56,32,4.493,2.188,1.25,107
Tom Browning,111611,1992,9,32,SP,16,16,87.0,5.07,1.56,33,28,6,3.414,2.897,0.621,49
Tom Browning,111611,1993,10,33,SP,21,20,114.0,4.74,1.57,53,20,15,4.184,1.579,1.184,60
Tom Browning,111611,1994,11,34,SP,7,7,40.67,4.2,1.16,22,13,8,4.869,2.877,1.77,19
Tom Browning,111611,1995,12,35,SP,2,2,10.0,8.1,1.8,3,5,2,2.7,4.5,1.8,9
Bob Knepper,117184,1976,1,22,SP,4,4,25.0,3.24,1.32,11,7,0,3.96,2.52,0.0,9
Bob Knepper,117184,1977,2,23,SP,27,27,166.0,3.36,1.34,100,72,14,5.422,3.904,0.759,62
Bob Knepper,117184,1978,3,24,SP,36,35,260.0,2.63,1.17,147,85,10,5.088,2.942,0.346,76
Bob Knepper,117184,1979,4,25,SP,34,34,207.33,4.64,1.53,123,77,30,5.339,3.342,1.302,107
Bob Knepper,117184,1980,5,26,SP,35,33,215.33,4.1,1.41,103,61,15,4.305,2.55,0.627,98
Bob Knepper,117184,1981,6,27,SP,22,22,156.67,2.18,1.06,75,38,5,4.309,2.183,0.287,38
Bob Knepper,117184,1982,7,28,SP,33,29,180.0,4.45,1.41,108,60,14,5.4,3.0,0.7,89
Bob Knepper,117184,1983,8,29,SP,35,29,203.0,3.19,1.34,125,71,12,5.542,3.148,0.532,72
Bob Knepper,117184,1984,9,30,SP,35,34,233.67,3.2,1.19,140,55,26,5.392,2.118,1.001,83
Bob Knepper,117184,1985,10,31,SP,37,37,241.0,3.55,1.27,131,54,21,4.892,2.017,0.784,95
Bob Knepper,117184,1986,11,32,SP,40,38,258.0,3.14,1.14,143,62,19,4.988,2.163,0.663,90
Bob Knepper,117184,1987,12,33,SP,33,31,177.67,5.27,1.58,76,54,26,3.85,2.735,1.317,104
Bob Knepper,117184,1988,13,34,SP,27,27,175.0,3.14,1.27,103,67,13,5.297,3.446,0.669,61
Bob Knepper,117184,1989,14,35,SP,22,20,113.0,5.89,1.73,45,60,12,3.584,4.779,0.956,74
Bob Knepper,117184,1989,14,35,RP,13,6,52.0,3.46,1.35,19,15,4,3.288,2.596,0.692,20
Bob Knepper,117184,1989,14,35,SP,35,26,165.0,5.13,1.61,64,75,16,3.491,4.091,0.873,94
Bob Knepper,117184,1990,15,36,SP,12,7,44.33,5.68,1.69,24,19,7,4.872,3.857,1.421,28
Mike Witt,124491,1981,1,20,SP,22,21,129.0,3.28,1.32,75,47,9,5.233,3.279,0.628,47
Mike Witt,124491,1982,2,21,SP,33,26,179.67,3.51,1.25,85,47,8,4.258,2.354,0.401,70
Mike Witt,124491,1983,3,22,RP,43,19,154.0,4.91,1.61,77,75,14,4.5,4.383,0.818,84
Mike Witt,124491,1984,4,23,SP,34,34,246.67,3.47,1.26,196,84,17,7.151,3.065,0.62,95
Mike Witt,124491,1985,5,24,SP,35,35,250.0,3.56,1.3,180,98,22,6.48,3.528,0.792,99
Mike Witt,124491,1986,6,25,SP,34,34,269.0,2.84,1.08,208,73,22,6.959,2.442,0.736,85
Mike Witt,124491,1987,7,26,SP,36,36,247.0,4.01,1.36,192,84,34,6.996,3.061,1.239,110
Mike Witt,124491,1988,8,27,SP,34,34,249.67,4.15,1.4,133,87,14,4.794,3.136,0.505,115
Mike Witt,124491,1989,9,28,SP,33,33,220.0,4.54,1.36,123,48,26,5.032,1.964,1.064,111
Mike Witt,124491,1990,10,29,RP,10,0,20.33,1.77,1.57,14,13,1,6.197,5.754,0.443,4
Mike Witt,124491,1990,10,29,SP,16,16,96.67,4.47,1.25,60,34,8,5.586,3.166,0.745,48
Mike Witt,124491,1990,10,29,SP,26,16,117.0,4.0,1.31,74,47,9,5.692,3.615,0.692,52
Mike Witt,124491,1993,13,32,SP,9,9,41.0,5.27,1.49,30,22,7,6.585,4.829,1.537,24
Nolan Ryan Jr.,121597,1968,3,21,SP,21,18,134.0,3.09,1.25,133,75,12,8.933,5.037,0.806,46
Nolan Ryan Jr.,121597,1969,4,22,RP,25,10,89.33,3.53,1.26,92,53,3,9.269,5.34,0.302,35
Nolan Ryan Jr.,121597,1970,5,23,SP,27,19,131.67,3.42,1.39,125,97,10,8.544,6.63,0.684,50
Nolan Ryan Jr.,121597,1971,6,24,SP,30,26,152.0,3.97,1.59,137,116,8,8.112,6.868,0.474,67
Nolan Ryan Jr.,121597,1972,7,25,SP,39,39,284.0,2.28,1.14,329,157,14,10.426,4.975,0.444,72
Nolan Ryan Jr.,121597,1973,8,26,SP,41,39,326.0,2.87,1.23,383,162,18,10.574,4.472,0.497,104
Nolan Ryan Jr.,121597,1974,9,27,SP,42,41,332.67,2.89,1.27,367,202,18,9.929,5.465,0.487,107
Nolan Ryan Jr.,121597,1975,10,28,SP,28,28,198.0,3.45,1.43,186,132,13,8.455,6.0,0.591,76
Nolan Ryan Jr.,121597,1976,11,29,SP,39,39,284.33,3.36,1.32,327,183,13,10.351,5.792,0.411,106
Nolan Ryan Jr.,121597,1977,12,30,SP,37,37,299.0,2.77,1.34,341,204,12,10.264,6.14,0.361,92
Nolan Ryan Jr.,121597,1978,13,31,SP,31,31,234.67,3.72,1.41,260,148,12,9.972,5.676,0.46,97
Nolan Ryan Jr.,121597,1979,14,32,SP,34,34,222.67,3.6,1.27,223,114,15,9.013,4.608,0.606,89
Nolan Ryan Jr.,121597,1980,15,33,SP,35,35,233.67,3.35,1.3,200,98,10,7.703,3.775,0.385,87
Nolan Ryan Jr.,121597,1981,16,34,SP,21,21,149.0,1.69,1.12,140,68,2,8.456,4.107,0.121,28
Nolan Ryan Jr.,121597,1982,17,35,SP,35,35,250.33,3.16,1.22,245,109,20,8.808,3.919,0.719,88
Nolan Ryan Jr.,121597,1983,18,36,SP,29,29,196.33,2.98,1.2,183,101,9,8.389,4.63,0.413,65
Nolan Ryan Jr.,121597,1984,19,37,SP,30,30,183.67,3.04,1.15,197,69,12,9.653,3.381,0.588,62
Nolan Ryan Jr.,121597,1985,20,38,SP,35,35,232.0,3.8,1.29,209,95,12,8.108,3.685,0.466,98
Nolan Ryan Jr.,121597,1986,21,39,SP,30,30,178.0,3.34,1.13,194,82,14,9.809,4.146,0.708,66
Nolan Ryan Jr.,121597,1987,22,40,SP,34,34,211.67,2.76,1.14,270,87,14,11.48,3.699,0.595,65
Nolan Ryan Jr.,121597,1988,23,41,SP,33,33,220.0,3.52,1.24,228,87,18,9.327,3.559,0.736,86
Nolan Ryan Jr.,121597,1989,24,42,SP,32,32,239.33,3.2,1.09,301,98,17,11.319,3.685,0.639,85
Nolan Ryan Jr.,121597,1990,25,43,SP,30,30,204.0,3.44,1.03,232,74,18,10.235,3.265,0.794,78
Nolan Ryan Jr.,121597,1991,26,44,SP,27,27,173.0,2.91,1.01,203,72,12,10.561,3.746,0.624,56
Nolan Ryan Jr.,121597,1992,27,45,SP,27,27,157.33,3.72,1.32,157,69,9,8.981,3.947,0.515,65
Nolan Ryan Jr.,121597,1993,28,46,SP,13,13,66.33,4.88,1.42,46,40,5,6.241,5.427,0.678,36
Danny Darwin,113060,1979,2,23,RP,20,6,78.0,4.04,1.03,58,30,5,6.692,3.462,0.577,35
Danny Darwin,113060,1980,3,24,RP,53,2,109.67,2.63,1.35,104,50,4,8.535,4.103,0.328,32
Danny Darwin,113060,1981,4,25,SP,22,22,146.0,3.64,1.18,98,57,12,6.041,3.514,0.74,59
Danny Darwin,113060,1982,5,26,RP,56,1,89.0,3.44,1.48,61,37,6,6.169,3.742,0.607,34
Danny Darwin,113060,1983,6,27,SP,28,26,183.0,3.49,1.3,92,62,9,4.525,3.049,0.443,71
Danny Darwin,113060,1984,7,28,SP,35,32,223.67,3.94,1.35,123,54,19,4.949,2.173,0.765,98
Danny Darwin,113060,1985,8,29,SP,39,29,217.67,3.8,1.27,125,65,34,5.168,2.688,1.406,92
Danny Darwin,113060,1986,9,30,SP,27,14,130.33,3.52,1.19,80,35,13,5.524,2.417,0.898,51
Danny Darwin,113060,1986,9,30,SP,12,8,54.33,2.32,1.09,40,9,3,6.626,1.491,0.497,14
Danny Darwin,113060,1986,9,30,SP,39,22,184.67,3.17,1.16,120,44,16,5.848,2.144,0.78,65
Danny Darwin,113060,1987,10,31,SP,33,30,195.67,3.59,1.29,134,69,17,6.164,3.174,0.782,78
Danny Darwin,113060,1988,11,32,RP,44,20,192.0,3.84,1.23,129,48,20,6.047,2.25,0.938,82
Danny Darwin,113060,1989,12,33,RP,68,0,122.0,2.36,1.02,104,33,8,7.672,2.434,0.59,32
Danny Darwin,113060,1990,13,34,RP,48,17,162.67,2.21,1.03,109,31,11,6.031,1.715,0.609,40
Danny Darwin,113060,1991,14,35,SP,12,12,68.0,5.16,1.26,42,15,15,5.559,1.985,1.985,39
Danny Darwin,113060,1992,15,36,RP,51,15,161.33,3.96,1.31,124,53,11,6.917,2.957,0.614,71
Danny Darwin,113060,1993,16,37,SP,34,34,229.33,3.26,1.07,130,49,31,5.102,1.923,1.217,83
Danny Darwin,113060,1994,17,38,SP,13,13,75.67,6.3,1.65,54,24,13,6.423,2.855,1.546,53
Danny Darwin,113060,1995,18,39,SP,13,11,65.0,7.62,1.77,36,24,13,4.985,3.323,1.8,55
Danny Darwin,113060,1995,18,39,SP,7,4,34.0,7.15,1.38,22,7,12,5.824,1.853,3.176,27
Danny Darwin,113060,1995,18,39,SP,20,15,99.0,7.45,1.64,58,31,25,5.273,2.818,2.273,82
Danny Darwin,113060,1996,19,40,SP,19,19,122.33,3.02,1.09,69,16,9,5.076,1.177,0.662,41
Danny Darwin,113060,1996,19,40,RP,15,6,42.33,5.95,1.28,27,11,7,5.74,2.339,1.488,28
Danny Darwin,113060,1996,19,40,SP,34,25,164.67,3.77,1.14,96,27,16,5.247,1.476,0.874,69
Danny Darwin,113060,1997,20,41,SP,21,17,113.33,4.13,1.42,62,31,21,4.924,2.462,1.668,52
Danny Darwin,113060,1997,20,41,SP,10,7,44.0,4.91,1.48,30,14,5,6.136,2.864,1.023,24
Danny Darwin,113060,1997,20,41,SP,31,24,157.33,4.35,1.44,92,45,26,5.263,2.574,1.487,76
Danny Darwin,113060,1998,21,42,SP,33,25,148.67,5.51,1.51,81,49,23,4.904,2.966,1.392,91
Steve Bedrosian,110786,1981,1,23,RP,15,1,24.33,4.44,1.23,9,15,2,3.329,5.548,0.74,12
Steve Bedrosian,110786,1982,2,24,RP,64,3,137.67,2.42,1.15,123,57,7,8.041,3.726,0.458,37
Steve Bedrosian,110786,1983,3,25,RP,70,1,120.0,3.6,1.26,114,51,11,8.55,3.825,0.825,48
Steve Bedrosian,110786,1984,4,26,RP,40,4,83.67,2.37,1.17,81,33,5,8.713,3.55,0.538,22
Steve Bedrosian,110786,1985,5,27,SP,37,37,206.67,3.83,1.5,134,111,17,5.835,4.834,0.74,88
Steve Bedrosian,110786,1986,6,28,RP,68,0,90.33,3.39,1.25,82,34,12,8.17,3.387,1.196,34
Steve Bedrosian,110786,1987,7,29,RP,65,0,89.0,2.83,1.2,74,28,11,7.483,2.831,1.112,28
Steve Bedrosian,110786,1988,8,30,RP,57,0,74.33,3.75,1.37,61,27,6,7.386,3.269,0.726,31
Steve Bedrosian,110786,1989,9,31,RP,28,0,33.67,3.21,1.13,24,17,7,6.416,4.545,1.871,12
Steve Bedrosian,110786,1989,9,31,RP,40,0,51.0,2.65,1.12,34,22,5,6.0,3.882,0.882,15
Steve Bedrosian,110786,1989,9,31,RP,68,0,84.67,2.87,1.12,58,39,12,6.165,4.146,1.276,27
